"intent_id","keyword"
1652951552,"จดลิขสิทธิ์ 1 ครั้งคุ้มครองกี่ปี"
1652951815,"ต้องโอนลิขสิทธิ์ให้คนอื่น จะต้องทำยังไงบ้าง"
1652951899,"ต้องการดูบริษัทจัดเก็บค่าลิขสิทธิ์เพลงขานรับนโยบายกรมทรัพย์สินทางปัญญา"
1652951899,"ข้อมูลประกอบข่าวประชาสัมพันธ์บริษัทจัดเก็บค่าลิขสิทธิ์เพลงขานรับนโยบายกรมทรัพย์สินทางปัญญา ขยายมาตรการช่วยเหลือผู้ประกอบการ 3 จังหวัดชายแดนภาคใต้ เพิ่มอีก 1 ปี"
1652954119,"กรมทรัพย์สินทางปัญญามีระบบ e-Learning หรือไม่"
1652954693,"อยากยื่นขอขึ้นทะเบียนสิ่งบ่งชี้ต้องทำอย่างไร"
1652956389,"สวัสดี"
1652956389,"ทักครับ"
1652956389,"ถามหน่อยครับ"
1652956389,"สวัสดีค่ะ"
1652956389,"ทัก"
1652956389,"สอบถาม"
1652964377,"สามารแก้ไขข้อมูลใน e-filing ได้ไหม"
1653013214,"อำนาจ หน้าที่ ของกรมฯ"
1653013214,"กรมทรัพย์สินทางปัญญา ทำหน้าที่อะไร"
1653013522,"กรมทรัพย์สินทางปัญญาอยู่ที่ไหน"
1653013522,"สถานที่ตั้งของกรมทรัพย์สินทางปัญญา"
1653015084,"สามารถติดตามกรมได้ช่องทางไหนบ้าง"
1653234218,"ผู้บริหารกรมคือใคร"
1653235032,"ต้องการยืนยันตัวตนเพื่อยื่นจดทะเบียนสิทธิบัตรออกต้องทำยังไง"
1653235186,"อยากทราบวิธีการ Log in เข้าสู่ระบบเพื่อทำการยื่นจดสิทธิบัตรออกแบบออนไลน์"
1653235297,"ยื่นจดสิทธิบัตรออกแบบต้องเสียค่าธรรมเนียมเท่าไหร่"
1653235345,"สามารถชำระค่าธรรมเนียมยื่นจดสิทธิบัตรออกแบบได้ยังไง"
1653235416,"หากต้องการยื่นจดสิทธิบัตรออกแบบด้วยตนเองสามารถยื่นได้ที่ไหนบ้าง"
1653235435,"หากต้องการยื่นจดสิทธิบัตรออกแบบด้วยตนเองจะต้องกรอกแบบฟอร์มอย่างไร"
1653235472,"ต้องการยื่นคำขอจดสิทธิบัตรออกแบบที่กรมสารถจองคิวล่วงหน้าได้ไหม"
1653235509,"หากจะยื่นจดสิทธิบัตรออกแบบผ่านสำนักงานพาณิชย์จังหวัดต้องดำเนินการยังไง"
1653235539,"ยื่นจดสิทธิบัตรออกแบบผ่านระบบไปรษณีย์ได้หรือไม่"
1653235596,"สามารถติดตามสถานะคำขอยื่นจะทะเบียนสิทธิบัตรออกแบบได้ทางไหน"
1653272391,"ต่อจากวันจันทร์คือวันอะไร"
1653272391,"ก่อนวันพุธคือวันอะไร"
1653272456,"ต่อจากวันจันทร์คือวันอะไร"
1653272456,"ก่อนวันพุธคือวันอะไร"
1653272875,"ต่อจากวันจันทร์คือวันอะไร"
1653272875,"ก่อนวันพุธคือวันอะไร"
1653272875,"A-Z"
1653367197,"เราสามารถโอนลิขสิทธิ์ให้คนอื่นได้หรือไม่"
1653367395,"ต้องการยืนยันตัวตน e-Authentication ต้องทำยังไง"
1653367567,"เข้าสู่ระบบ e-Authentication ไม่ได้ ต้องทำยังไง"
1653375747,"สามารถเข้าสู่ระบบ e-Authentication ได้อย่างไร"
1653375820,"อยากได้ตัวอย่างแบบฟอร์มของ e-Authentication"
1653375950,"แจ้งจดลิขสิทธิ์ออนไลน์ต้องเสียค่าธรรมเนียมไหม"
1653375950,"ค่าธรรมเนียมการแจ้งจดลิขสิทธิ์ออนไลน์เท่าไหร่คะ"
1653376036,"สามารถดาวน์โหลดหนังสือสำคัญลิขสิทธิ์ออนไลน์ได้ทางไหน"
1653376057,"Menu2"
1653383028,"อยากทราบรายละเอียดการยื่นคำขอออนไลน์ สามารถดูได้ทางไหน"
1653383968,"มีขั้นตอนการกรอกแบบฟอร์มออนไลน์ไหมคะ"
1653386212,"เอกสารที่ต้องใช้ในการแจ้งลิขสิทธิ์มีอะไรบ้าง"
1653455164,"เครื่องหมายการค้า"
1653465532,"ความคุ้มครอง"
1653465989,"อยากนำเครื่องปั้นดินเผาไปลงขาย ทางกรมีช่องทางการขายสินค้าไหม"
1653466386,"อยากทราบรายละเอียดของ IP Mart สามารถดูได้ทางไหน"
1653466432,"อยากทราบรายละเอียดของ IP Mart สามมารถดูได้ทางไหน"
1653466432,"ต้องการขายสินค้าบนเว็บไซต์ของทางกรมสามารถขายได้ที่ไหน"
1653467491,"ค่าธรรมเนียมจดแจ้งลิขสิทธิ์"
1653468184,"วิธีการโอนลิขสิทธิ์"
1653468474,"สิ่งบ่งชี้ทางภูมิศาสตร์"
1656606745,"ถ้าเป็นสมาชิก IP Mart อยู่แล้วจะลงขายสินค้าต้องทำยังไง"
1656606745,"ถ้าไม่ได้เป็นสมาชิก IP Mart จะลงขายสินค้าต้องทำยังไง"
1656609284,"ลิขสิทธิ์คืออะไร"
1656609431,"ข้อจำกัดและข้อยกเว้นเกี่ยวกับงานลิขสิทธิ์มีอะไรบ้าง"
1656609431,"ข้อยกเว้นลิขสิทธิ์มีอะไรบ้าง"
1656609431,"ข้อจำกัดลิบสิทธิ์มีอะไรบ้าง"
1656612718,"อายุความคุ้มครองลิขสิทธิ์"
1656613636,"เข้าเรียน DIP e-Learning ยังไง"
1656613636,"เข้าสอบประเมินผล DIP e-Learning ยังไง"
1656613636,"DIP e-Learning"
1656614016,"บริการไกล่เกลี่ยข้อพิพาท"
1656614062,"อยากทราบรายละเอียดกระบวนการอนุญาโตตุลาการได้ทางไหน"
1656614062,"กระบวนการอนุญาโตตุลาการ"
1656615404,"อยากทราบขั้นตอนการกรอกแบบฟอร์มยื่นจดสิทธิบัตรออกแบบอออนไลน์"
1656615564,"ยื่นจดสิทธิบัตรออกแบบต้องเสียค่าธรรมเนียมไหม"
1656641465,"ข่าวสารและกิจกรรม"
1656646532,"สิทธิบัตรการประดิษฐ์ คืออะไร"
1656646532,"สิทธิบัตรการประดิษฐ์"
1656646532,"สิทธิบัตรประดิษฐ์"
1656646532,"การจดสิทธิบัตรการประดิษฐ์"
1656646532,"ขอจดสิทธิบัตรการประดิษฐ์"
1656646584,"อนุสิทธิบัตร คืออะไร"
1656646584,"อนุสิทธิบัตร"
1656646584,"อยากสอบถามเรื่องอนุสิทธิบัตร"
1656646584,"อยากทำอนุสิทธิบัตร"
1656648667,"โทษของการเลียนแบบเครื่องหมายการค้าของบุคคลอื่น คืออะไร"
1656648798,"เครื่องหมายเสียง คืออะไร"
1656648798,"เครื่องหมายเสียง คือ"
1656648798,"เครื่องหมายเสียง ทำอะไรได้บ้าง"
1656648907,"จะจดเครื่องหมายการค้าต้องมีลักษณะใดบ้าง"
1656648907,"เครื่องหมายการค้าแบบไหนที่จดทะเบียนได้"
1656648907,"ลักษณะต้องห้ามของเครื่องหมายการค้า"
1656648907,"จะจดเครื่องหมายการค้าต้องมีลักษณะใดอย่าง"
1656648907,"จะจดเครื่องหมายการค้าต้องมีลักษณะอย่างไรบ้าง"
1656648971,"ลักษณะต้องห้ามของเครื่องหมายการค้า มีอะไรบ้าง"
1656648971,"ลักษณะต้องห้ามของเครื่องหมายการค้า คือ"
1656648971,"ลักษณะต้องห้ามของเครื่องหมายการค้า อย่างไรบ้าง"
1656649040,"เครื่องหมายการค้ามีอายุการคุ้มครองกี่ปี"
1656649040,"เครื่องหมายการค้ามีอายุ"
1656649040,"อายุการคุ้มครองกี่ปี"
1656649141,"เครื่องหมายการค้าคุ้มครองสีหรือไม่"
1656649141,"คุ้มครองสี"
1656649141,"เครื่องหมายการค้าคุ้มครองสีไหม"
1656649141,"เครื่องหมายการค้าคุ้มครองสี อย่างไร"
1656649141,"เครื่องหมายการค้าคุ้มครองสี ทำอย่างไร"
1656649195,"เครื่องหมายเสียงคุ้มครองอย่างไร"
1656649195,"เครื่องหมายเสียงคุ้มครอง มีอะไร"
1656649195,"เครื่องหมายเสียงคุ้มครอง สำคัญไหม"
1656649508,"พิธีสารมาดริด คืออะไร"
1656649508,"พิธีสารมาดริด ทำอย่างไร"
1656649508,"พิธีสารมาดริด คือ"
1656649508,"พิธีสารมาดริด อะไร"
1656649537,"สามารถชำระเงินค่าธรรมเนียมได้กี่ช่องทาง"
1656649537,"ค่าธรรมเนียมยื่นจดระหว่างประเทศ"
1656649537,"สามารถชำระเงินค่าธรรมเนียมผ่านทางระบบ e-Filing ได้ไหม"
1656649537,"ช่องทางยื่นคำขอจดทะเบียน มี 4 ช่องทาง"
1656649586,"สามารถดูรายละเอียดกฏหมายเครื่องหมายการค้าได้ทางไหน"
1656649586,"กฎหมายเครื่องหมายการค้า"
1656649586,"สามารถดูรายละเอียดกฏหมายเครื่องหมายการค้าได้"
1656649586,"สามารถดูรายละเอียดกฏหมายเครื่องหมายการค้า"
1656650459,"สามารถตรวจสอบความเหมือนคล้ายของเครื่องหมายการค้าได้ทางไหน"
1656650459,"ตรวจสอบความเหมือนคล้ายของเครื่องหมายการค้า"
1656650459,"สามารถตรวจสอบความเหมือนคล้ายของเครื่องหมายการค้าได้ทางไหน มีอะไรบ้าง"
1656650459,"สามารถตรวจสอบความเหมือนคล้ายของเครื่องหมายการค้าได้ทางไหน ทำอย่างไร"
1656650609,"มีวิธีใช้งานระบบตรวจสอบความเหมือนคล้ายเครื่องหมายการค้าไหม"
1656650609,"วิธีใช้งานระบบตรวจสอบความเหมือนคล้ายเครื่องหมายการค้า"
1656650609,"มีวิธีใช้งานระบบตรวจสอบความเหมือนคล้ายเครื่องหมายการค้าไหม มีอะไร"
1656650609,"มีวิธีใช้งานระบบตรวจสอบความเหมือนคล้ายเครื่องหมายการค้า อย่างไร"
1656651007,"ต้องการส่งไปรษณีย์ให้ ต้องส่งที่อยู่ไหน"
1656651007,"ต้องการส่งไปรษณีให้ ต้องส่งที่อยู่ยังไง"
1656651219,"สามารถตรวจสอบรายการสินค้าและบริการสำหรับยื่นจดในประเทศไทยได้ทางไหน"
1656651219,"สามารถตรวจสอบรายการสินค้าและบริการสำหรับยื่นจดในต่างประเทศได้ อย่างไร"
1656651219,"สามารถตรวจสอบรายการสินค้าและบริการสำหรับยื่นจดในต่างประเทศ มีอะไรบ้าง"
1656651260,"การเตรียมเอกสารหลักฐานยื่นจดเครื่องหมายการค้า จะต้องเตรียมอะไรบ้าง"
1656651260,"การเตรียมเอกสารหลักฐานยื่นจดเครื่องหมายการค้า"
1656651260,"การเตรียมเอกสารหลักฐานยื่นจดเครื่องหมายการค้า จะต้องเตรียมอะไร"
1656651260,"การเตรียมเอกสารหลักฐานยื่นจดเครื่องหมายการค้า จะต้องเตรียม อย่างไร"
1656651294,"วิธียื่นจดทะเบียนเครื่องหมายการค้า e-Filing มีอะไรบ้าง"
1656651294,"เครื่องหมายการค้า e-Filing"
1656651294,"วิธียื่นจดทะเบียนเครื่องหมายการค้า e-Filing มีอะไร"
1656651294,"วิธียื่นจดทะเบียนเครื่องหมายการค้า e-Filing อย่างไร"
1656651375,"Log in เข้าสู่ระบบ e-Filing อย่างไร"
1656651375,"แก้ไขข้อมูลบัญชีผู้ใช้ระบบ e-Filing ต้องทำอย่างไร"
1656651375,"การชำระค่าธรรมเนียมยื่นจดทะเบียนผ่านระบบ e-Filing ต้องทำอย่างไร"
1656651375,"ระบบ e-Filing"
1656651375,"Log in เข้าสู่ระบบ e-Filing"
1656651375,"แก้ไขข้อมูลบัญชีผู้ใช้ระบบ e-Filing"
1656651500,"หากจะยื่นคำขอด้วยตนเอง สามารถยื่นได้กี่ช่องทาง"
1656651500,"หากจะยื่นคำขอด้วยตนเอง สามารถยื่นได้กี่ช่องทาง อย่างไร"
1656651500,"หากจะยื่นคำขอด้วยตนเอง สามารถยื่นได้กี่ช่องทางมีอะไรบ้าง"
1656651500,"หากจะยื่นคำขอด้วยตนเอง สามารถยื่นได้กี่ช่องทางอะไร"
1656651625,"หากจะยื่นคำขอผ่านระบบไปรษณีย์ จะต้องดำเนินการอย่างไร"
1656651625,"หากจะยื่นคำขอผ่านระบบไปรษณีย์ จะต้องดำเนินการ มีอย่างไร"
1656651625,"หากจะยื่นคำขอผ่านระบบไปรษณีย์ จะต้องดำเนินการ อะไรบ้าง"
1656651691,"การยื่นจดเครื่องหมายการค้าแบบเร่งด่วน (First Action Fast Track) มีหลักเกณฑ์ใดบ้าง"
1656651691,"การยื่นจดเครื่องหมายการค้าแบบเร่งด่วน (First Action Fast Track)"
1656651691,"การยื่นจดเครื่องหมายการค้าแบบเร่งด่วน (First Action Fast Track) มีหลักเกณฑ์ อย่างไรบ้าง"
1656651691,"การยื่นจดเครื่องหมายการค้าแบบเร่งด่วน (First Action Fast Track) มีหลักเกณฑ์ มีอย่างไร"
1656651778,"สามารถติดตามสถานะคำขอการยื่นจดเครื่องหมายการค้าแบบเร่งด่วน (First Action Fast Track) ได้อย่างไร"
1656651778,"สามารถติดตามสถานะคำขอการยื่นจดเครื่องหมายการค้าแบบเร่งด่วน"
1656651778,"สามารถติดตามสถานะคำขอการยื่นจดเครื่องหมายการค้าแบบเร่งด่วน (First Action Fast Track)"
1656651778,"First Action Fast Track"
1656651969,"สัญลักษณ์ตัวย่อของสถานะเครื่องหมายการค้า คืออะไร"
1656651969,"สัญลักษณ์ตัวย่อของสถานะเครื่องหมายการค้า"
1656651969,"สัญลักษณ์ตัวย่อของสถานะเครื่องหมายการค้า อย่างไร"
1656651969,"สัญลักษณ์ตัวย่อของสถานะเครื่องหมายการค้า"
1656652090,"แก้ไขคำขอตามคำสั่งของนายทะเบียน ต้องใช้เอกสารเพิ่มเติมใดบ้าง"
1656652090,"แก้ไขคำขอตามคำสั่งของนายทะเบียน ต้องใช้เอกสารเพิ่มเติม อย่างไรบ้าง"
1656652090,"แก้ไขคำขอตามคำสั่งของนายทะเบียน ต้องใช้เอกสารเพิ่มเติม มีอะไรบ้าง"
1656652507,"การยื่นคำขอแก้ไขเปลี่ยนแปลงข้อมูล ต้องเตรียมเอกสารใดบ้าง"
1656652507,"การยื่นคำขอแก้ไขเปลี่ยนแปลงข้อมูล ต้องเตรียมเอกสาร อย่างไร"
1656652507,"การยื่นคำขอแก้ไขเปลี่ยนแปลงข้อมูล ต้องเตรียมเอกสาร มีอะไรบ้าง"
1656652558,"การประกาศโฆษณา คืออะไร"
1656652558,"การประกาศโฆษณา อย่างไร"
1656652558,"การประกาศโฆษณา มีอะไรบ้าง"
1656652596,"การชำระค่าธรรมเนียมรับจดทะเบียน คือเท่าไหร่"
1656652596,"การชำระค่าธรรมเนียมรับจดทะเบียน คืออะไร"
1656652596,"การชำระค่าธรรมเนียมรับจดทะเบียน คืออย่างไร"
1656652596,"การชำระค่าธรรมเนียมรับจดทะเบียน"
1656652705,"ขั้นตอนการต่ออายุเครื่องหมายการค้า มีอะไรบ้าง"
1656652705,"ขั้นตอนการต่ออายุเครื่องหมายการค้า มีอะไร"
1656652705,"ขั้นตอนการต่ออายุเครื่องหมายการค้า มีอย่างไร"
1656657580,"สามารถดูรายละเอียดขั้นตอนการยื่นคำขอจดทะเบียนพื้นฐานได้ทางไหน"
1656657580,"ดูรายละเอียดขั้นตอนการยื่นคำขอจดทะเบียน"
1656657580,"สามารถดูรายละเอียดขั้นตอนการยื่นคำขอจดทะเบียนพื้นฐานได้ทางไหนได้บ้าง"
1656657805,"สามารถดูรายละเอียดการกรอกแบบฟอร์ม MM2 ได้ทางไหน"
1656657805,"รายละเอียดการกรอกแบบฟอร์ม MM2"
1656657805,"MM2"
1656657805,"ขอเอกสาร MM2"
1656658267,"จะชำระค่าธรรมเนียมการจดทะเบียนเครื่องหมายการค้าระหว่างประเทศภายใต้พิธีสารมาดริดผ่าน E-Payment ต้องดำเนินการอย่างไร"
1656658267,"จะชำระค่าธรรมเนียมการจดทะเบียนเครื่องหมายการค้าระหว่างประเทศภายใต้พิธีสารมาดริดผ่าน E-Payment ต้องดำเนินการ"
1656658360,"จะชำระค่าธรรมเนียมการจดทะเบียนเครื่องหมายการค้าระหว่างประเทศภายใต้พิธีสารมาดริดโดยการโอนเงินผ่านทางธนาคารต้องดำเนินการอย่างไร"
1656658360,"จะชำระค่าธรรมเนียมการจดทะเบียนเครื่องหมายการค้าระหว่างประเทศภายใต้พิธีสารมาดริดโดยการโอนเงินผ่านทางธนาคารต้องดำเนินการ"
1656658360,"ชำระค่าธรรมเนียมการจดทะเบียนเครื่องหมายการค้าระหว่างประเทศ"
1656658360,"พิธีสารมาดริดโดยการโอนเงินผ่านทางธนาคาร"
1656658399,"ค่าธรรมเนียมต่ออายุเครื่องหมายการค้าเท่าไหร่"
1656658399,"ค่าธรรมเนียมต่ออายุเครื่องหมายการค้า"
1656658399,"ค่าธรรมเนียมต่ออายุ"
1656659057,"สิทธิบัตรการออกแบบผลิตภัณฑ์ คืออะไร"
1656659057,"สิทธิบัตรการออกแบบ คืออะไร"
1656659057,"สิทธิบัตรการออกแบบผลิตภัณฑ์"
1656659057,"สิทธิบัตรการออกแบบผลิตภัณฑ์ อย่างไร"
1656659212,"การประดิษฐ์ที่นำออกไปเปิดเผยผ่านทางโทรทัศน์ หนังสือพิมพ์ มาก่อนจะยื่นขอจดทะเบียน จะสามารถจดสิทธิบัตรได้หรือไม่"
1656659212,"เปิดเผยทางโทรทัศน์"
1656659212,"เผยแพร่ทางโทรทัศน์"
1656659212,"เผยแพร่ผ่านทางโทรทัศน์"
1656659225,"สิทธิบัตรการออกแบบผลิตภัณฑ์ กับสิทธิบัตรการประดิษฐ์ ต่างกันยังไง"
1656659225,"สิทธิบัตรการออกแบบผลิตภัณฑ์ กับสิทธิบัตรการประดิษฐ์ ต่างกันอย่างไร"
1656659225,"สิทธิบัตรการออกแบบผลิตภัณฑ์ กับสิทธิบัตรการประดิษฐ์"
1656659367,"สิทธิบัตรการออกแบบคุ้มครองกี่ปี"
1656659367,"สิทธิบัตรการออกแบบคุ้มครอง"
1656659409,"สิทธิบัตรการออกแบบ คุ้มครองอะไรบ้าง"
1656659409,"สิทธิบัตรการออกแบบ คุ้มครอง อะไรบ้าง"
1656659426,"การจดทะเบียนสิทธิบัตรในประเทศไทยจะคุ้มครองทั่วโลกหรือไม่"
1656659426,"การจดทะเบียนสิทธิบัตรในประเทศไทย"
1656659426,"ยื่นขอจดทะเบียนในต่างประเทศ"
1656659462,"ถ้าจดทะเบียนสิทธิบัตรออกแบบจะคุ้มครองนานเท่าไหร่"
1656659462,"ถ้าจดทะเบียนสิทธิบัตรออกแบบจะคุ้มครองนาน"
1656659462,"ถ้าจดทะเบียนสิทธิบัตรออกแบบ จะคุ้มครองนานเท่าไหร่"
1656659558,"การประดิษฐ์ที่ไม่สามารถขอรับสิทธิบัตรการออกแบบผลิตภัณฑ์ได้ มีอะไรบ้าง"
1656659558,"การประดิษฐ์ที่ไม่สามารถขอรับสิทธิบัตรการออกแบบผลิตภัณฑ์ได้ มีอะไร"
1656659558,"การประดิษฐ์ที่ไม่สามารถขอรับสิทธิบัตรการออกแบบผลิตภัณฑ์ได้ อย่างไร"
1656659707,"วิธีการรักษาโรค สามารถขอรับสิทธิบัตรการออกแบบผลิตภัณฑ์ได้หรือไม่"
1656659707,"วิธีการรักษาโรค"
1656659707,"วิธีการรักษาโรค สามารถขอรับสิทธิบัตรการออกแบบผลิตภัณฑ์ได้หรือไม่"
1656659862,"ในการยื่นขอสิทธิบัตรออกแบบ หากมีผู้คัดค้านและผู้ยื่นโต้แย้ง ผู้พิจารณาจะใช้เวลากี่วันจะต้องดำเนินการต่อยังไง"
1656659862,"ในการยื่นขอสิทธิบัตรออกแบบ"
1656659862,"ในการยื่นขอสิทธิบัตรออกแบบ หากมีผู้คัดค้านและผู้ยื่นโต้แย้ง ผู้พิจารณาจะใช้เวลากี่วันจะต้องดำเนินการต่ออย่างไร"
1656659862,"ในการยื่นขอสิทธิบัตรออกแบบ หากมีผู้คัดค้านและผู้ยื่นโต้แย้ง ผู้พิจารณาจะใช้เวลากี่วันจะต้องดำเนินการ"
1656659927,"ในการยื่นขอสิทธิบัตรออกแบบ ใช้เวลาในการตรวจสอบการออกแบบกี่วัน"
1656659927,"ในการยื่นขอสิทธิบัตรออกแบบ"
1656659927,"ใช้เวลาในการตรวจสอบการออกแบบกี่วัน"
1656659927,"ในการยื่นขอสิทธิบัตรออกแบบ ใช้เวลาในการตรวจสอบการออกแบบ"
1656660003,"การแจ้งแก้ไขเปลี่ยนแปลงข้อมูลการจดทะเบียนสิทธิบัตรการออกแบบผลิตภัณฑ์ ในกรณีที่เอกสารหลักฐานประกอบคำขอไม่ครบถ้วนจะต้องดำเนินการยังไง"
1656660003,"การแจ้งแก้ไขเปลี่ยนแปลงข้อมูลการจดทะเบียนสิทธิบัตรการออกแบบผลิตภัณฑ์ ในกรณีที่เอกสารหลักฐานประกอบคำขอไม่ครบถ้วนจะต้องดำเนินการอย่างไร"
1656660003,"การแจ้งแก้ไขเปลี่ยนแปลงข้อมูลการจดทะเบียนสิทธิบัตรการออกแบบผลิตภัณฑ์"
1656660068,"ค่าธรรมเนียมยื่นอุธรณ์คำสั่งหรือคำวินิจฉัยของอธิบดีเท่าไหร่"
1656660068,"ค่าธรรมเนียมยื่นอุธรณ์คำสั่ง"
1656660068,"คำวินิจฉัยของอธิบดี"
1656660118,"ค่าธรรมเนียมคำขอตรวจค้นคำขอรับสิทธิบัตรเท่าไหร่"
1656660118,"ค่าธรรมเนียมคำขอตรวจค้นคำขอรับสิทธิบัตร"
1656660118,"ค่าธรรมเนียมคำขอตรวจค้นคำ"
1656660280,"สิทธิบัตรการประดิษฐ์มีอายุกี่ปี"
1656660280,"อายุสิทธิบัตรการประดิษฐ์"
1656660280,"วันหมดอายุสิทธิบัตรการประดิษฐ์"
1656660280,"สิทธิบัตรการประดิษฐ์หมดอายุ"
1656660280,"สิทธิบัตรการประดิษฐ์มีวันหมดอายุไหม"
1656660286,"ค่าธรรมเนียมคำขอขึ้นทะเบียนตัวแทนสิทธิบัตรเท่าไหร่"
1656660286,"ค่าธรรมเนียมคำขอขึ้นทะเบียนตัวแทนสิทธิบัตร"
1656660382,"สามารถสืบค้นสิทธิบัตรการออกแบบผลิตภัณฑ์ได้ทางไหน"
1656660382,"สามารถสืบค้นสิทธิบัตรการออกแบบผลิตภัณฑ์"
1656660382,"สืบค้นสิทธิบัตรการออกแบบผลิตภัณฑ์"
1656660669,"ต้องเตรียมเอกสารหลักฐานยื่นจดสิทธิบัตรออกแบบอะไรบ้าง"
1656660669,"ต้องเตรียมเอกสารหลักฐานยื่นจดสิทธิบัตรออกแบบอย่างไร"
1656660669,"ยื่นจดสิทธิบัตรออกแบบ"
1656660669,"เตรียมเอกสารหลักฐาน"
1656660969,"อนุสิทธิบัตรมีอายุกี่ปี"
1656660969,"อายุอนุสิทธิบัตร"
1656660969,"วันหมดอายุอนุสิทธิบัตร"
1656660969,"อนุสิทธิบัตรมีวันหมดอายุไหม"
1656661050,"เจ้าของสิทธิ์สามารถยื่นขอต่ออายุอนุสิทธิบัตรได้กี่ครั้ง"
1656661050,"ต่ออายุอนุสิทธิบัตรได้กี่ครั้ง"
1656661389,"อยากทราบรายละเอียดการยื่นคำขอรับสิทธิบัตรการออกแบบผลิตภัณฑ์"
1656661389,"รายละเอียดการยื่นคำขอรับสิทธิบัตรการออกแบบผลิตภัณฑ์"
1656661389,"ขอทราบรายละเอียดการยื่นคำขอรับสิทธิบัตรการออกแบบผลิดภัณฑ์"
1656661675,"ต้องการสืบค้นสิทธิบัตร สามารถหาได้ทางไหน"
1656661675,"สืบค้นสิทธิบัตร"
1656661675,"มีความประสงค์ที่จะสืบค้นสิทธิบัตร"
1656663434,"อยากทราบรายละเอียดการยื่นคำขอจดทะเบียนสิทธิบัตรการประดิษฐ์ออนไลน์"
1656663434,"รายละเอียดการยื่นคำขอจดทะเบียนสิทธิบัตรการประดิษฐ์ออนไลน์"
1656663434,"วิธีการยื่นคำขอจดทะเบียนสิทธิบัตรการประดิษฐ์ออนไลน์"
1656663434,"การยื่นคำขอจดทะเบียนสิทธิบัตรการประดิษฐ์ออนไลน์"
1656664297,"สามารแก้ไขเบอร์โทรศัพท์ใน e-filing ได้ไหม"
1656664297,"วิธีแก้ไขเบอร์โทรศัพท์ใน e-filling"
1656664297,"แก้เบอร์โทรศัพท์ใน e-filing ยังไง"
1656665258,"สามารถติดตามสถานะคำขออนุสิทธิบัตร ได้จากช่องทางไหน"
1656665258,"ติดตามสถานะคำขออนุสิทธิบัตร ได้ที่ไหน"
1656665258,"ติดตามสถานะคำขออนุสิทธิบัตร ได้ยังไง"
1656666044,"ขั้นตอนการจดทะเบียนสิทธิบัตรการประดิษฐ์ด้วยระบบ PCT"
1656666044,"การจดทะเบียนสิทธิบัตรการประดิษฐ์ด้วยระบบ PCT"
1656666044,"วิธีการจดทะเบียนสิทธิบัตรการประดิษฐ์ด้วยระบบ PCT"
1656666588,"ค่าธรรมเนียมยื่นคำขอรับอนุสิทธิบัตรการประดิษฐ์เท่าไหร่"
1656666588,"ค่าคำขอรับอนุสิทธิบัตรการประดิษฐ์"
1656666997,"ค่าธรรมเนียมยื่นขอสิทธิบัตรในประเทศเท่าไหร่"
1656666997,"ค่าธรรมเนียมยื่นขออนุสิทธิบัตรในประเทศเท่าไหร่"
1656666997,"ค่าธรรมเนียมยื่นขอสิทธิบัตรต่างประเทศเท่าไหร่"
1656666997,"ค่าธรรมเนียมยื่นขออนุสิทธิบัตรต่างประเทศเท่าไหร่"
1656666997,"ค่าธรรมเนียมยื่นขอสิทธิบัตรในประเทศ กี่บาท"
1656666997,"ค่าธรรมเนียมยื่นขออนุสิทธิบัตรในประเทศ กี่บาท"
1656666997,"ค่าธรรมเนียมยื่นขอสิทธิบัตรต่างประเทศกี่บาท"
1656666997,"ค่าธรรมเนียมยื่นขออนุสิทธิบัตรต่างประเทศ กี่บาท"
1656676101,"สถานที่ตั้ง และเวลาทำการ"
1656676101,"สถานที่ตั้ง"
1656676101,"เวลาทำการ"
1656676101,"เปิดทำการ"
1656676101,"เวลาเปิด"
1656676101,"เวลาปิด"
1656676101,"เปิดกี่โมง"
1656676101,"ปิดกี่โมง"
1656899570,"สวัสดีต้นคิด"
1656899570,"สอบถามค่ะ"
1656899570,"สอบถามหน่อยค่ะ"
1656899570,"พอดีจะสอบถาม"
1656899570,"น้องต้นคิด"
1656901041,"เปิดทำการถึงกี่โมง"
1656901041,"ติดต่อกรมได้ตั้งแต่กี่โมง"
1656901041,"ช่วงเวลาไหนบ้าง"
1656901041,"ติดต่อกรมได้เวลาไหน"
1656901041,"เปิดทำการ"
1656901256,"ต้องโทรเบอร์ไหน"
1656901256,"โทรติดต่อกรม"
1656901256,"สายด่วนกรม"
1656901256,"ส่งแฟกซ์ให้ทางกรม"
1656901256,"ติดต่อกรม"
1656901256,"สายด่วยกรมทรัพย์สินทางปัญญา"
1656902087,"สายด่วนการสอบถามเกี่ยวกับการละเมิดทรัพย์สินทางปัญญาคืออะไร"
1656902087,"สามารถแจ้งเบาะแสการละเมิดทรัพย์สินทางปัญญาได้ทางใดบ้าง"
1656902087,"เบอร์โทรศัพท์ในการสอบถามเกี่ยวกับการละเมิดทรัพย์สินทางปัญญาคืออะไร"
1656902087,"ที่อยู่ในการส่งจดหมายสอบถามเกี่ยวกับการละเมิดทรัพย์สินทางปัญญาด้านลิขสิทธิ์และเครื่องหมายการค้าคืออะไร"
1656902087,"แจ้งเบาะแสการละเมิดทรัพย์สินทางปัญญา"
1656902087,"เบอร์โทรศัพท์ของกรมทรัพย์สินทางปัญญา"
1656902087,"ช่องทางการติดต่อทรมทรัพย์สินทางปัญญา"
1656903191,"ขอคำปรึกษา"
1656903191,"ปรึกษา"
